Crime Type,Date of Initial Criminal Activity,Date Charges Filed,Dollars Involved
Ponzi Scheme,1/4/10 1:37,8/12/11 6:37,1459115
Embezzlement,3/4/10 15:59,1/23/15 9:41,8797045
Ponzi Scheme,7/17/07 10:28,3/3/09 11:42,3089471
Insider Trading,7/25/11 17:52,2/28/13 12:20,4076696
Insider Trading,1/11/11 15:26,2/9/15 9:50,7383245
Ponzi Scheme,7/23/13 16:21,1/14/14 4:38,4064318
Ponzi Scheme,8/27/07 19:04,10/25/10 9:20,9417656
Securities Fraud,4/28/13 17:16,3/19/18 12:52,5678751
Embezzlement,6/2/13 5:03,2/15/14 21:28,4447847
Embezzlement,11/2/06 16:10,2/27/10 4:24,5443833
Embezzlement,10/20/11 16:52,12/11/16 3:21,5934485
Insider Trading,12/25/12 22:07,7/19/17 13:22,8665824
Securities Fraud,9/19/14 21:52,4/20/15 5:09,4290041
Insider Trading,11/9/09 18:11,7/27/12 10:46,2138594
Securities Fraud,9/5/14 6:58,10/9/19 16:41,1140127
Insider Trading,5/14/11 20:08,4/21/15 13:33,105824
Securities Fraud,3/28/08 18:58,6/25/10 20:30,3926871
Ponzi Scheme,8/8/08 6:11,7/19/11 21:58,9293360
Embezzlement,6/19/12 14:27,12/12/12 7:28,3030774
Securities Fraud,10/19/11 23:00,11/15/11 18:04,5338037
Embezzlement,1/12/14 10:54,6/10/18 20:35,2467619
Securities Fraud,2/18/12 20:08,7/27/16 22:17,9798720
Ponzi Scheme,3/8/14 16:25,11/5/17 22:37,9936630
Embezzlement,11/12/13 21:03,11/2/15 22:48,1217583
Embezzlement,2/24/14 8:52,4/2/16 23:50,6811863
Insider Trading,3/31/14 1:29,3/31/18 0:37,254811
Insider Trading,5/29/14 9:07,5/7/17 20:25,5956291
Ponzi Scheme,12/3/12 21:34,4/30/18 14:15,9236355
Securities Fraud,1/7/11 22:53,9/23/14 19:49,3140131
Insider Trading,12/1/07 5:14,10/31/09 2:54,2639920
Ponzi Scheme,12/2/13 13:16,11/16/18 7:50,527471
Embezzlement,8/25/09 12:34,3/23/11 22:56,1082534
Securities Fraud,4/4/12 17:44,12/3/13 4:58,6844823
Ponzi Scheme,10/16/14 14:06,9/4/19 9:12,3433782
Ponzi Scheme,1/27/08 11:36,3/17/12 1:34,6596362
Embezzlement,9/16/07 0:03,7/29/11 14:13,5552927
Embezzlement,12/31/09 4:31,6/15/12 13:13,6860712
Insider Trading,12/8/09 8:19,4/15/12 8:42,8425462
Ponzi Scheme,4/16/10 12:43,5/14/13 23:02,9001914
Securities Fraud,11/30/08 21:48,8/18/09 14:01,7786884
Insider Trading,8/11/12 15:05,11/21/14 23:34,9744473
Insider Trading,8/16/14 18:12,6/6/15 21:57,2512324
Ponzi Scheme,5/28/08 15:49,4/4/09 14:47,5418285
Insider Trading,6/10/14 10:58,3/31/18 12:54,8915387
Insider Trading,2/8/13 22:51,2/11/17 19:10,6268782
Embezzlement,10/21/06 11:07,12/11/10 15:17,9583527
Embezzlement,4/19/07 0:53,9/12/09 12:46,3978875
Embezzlement,7/15/07 20:08,2/13/11 16:00,7280411
Insider Trading,3/4/11 14:41,11/4/11 17:51,2364415
Embezzlement,3/9/07 11:03,5/15/07 4:55,8692313
Securities Fraud,7/16/09 16:15,9/6/10 5:40,9896526
Insider Trading,2/19/08 15:21,9/27/11 12:40,1555630
Securities Fraud,8/6/13 8:54,11/28/16 17:05,294652
Ponzi Scheme,10/7/11 18:56,9/5/13 21:31,7874874
Insider Trading,9/2/12 21:55,3/6/17 13:01,6644535
Securities Fraud,12/31/10 18:44,2/15/11 21:10,4923277
Insider Trading,12/4/13 17:46,8/19/15 12:14,3723771
Securities Fraud,7/27/13 12:22,3/1/18 7:20,7182710
Securities Fraud,9/1/14 14:15,2/7/20 19:03,9306726
Embezzlement,3/31/12 9:32,6/18/15 20:59,7571218
Securities Fraud,6/23/11 6:03,11/28/15 22:18,6183038
Ponzi Scheme,10/2/07 10:37,4/7/12 18:48,2452911
Embezzlement,7/21/09 22:58,10/31/09 5:42,4181484
Insider Trading,11/21/09 8:14,12/26/11 19:55,5006604
Embezzlement,9/28/10 18:28,8/20/11 3:41,1897671
Ponzi Scheme,2/19/10 6:32,12/24/14 20:19,3195613
Securities Fraud,2/18/11 0:03,9/6/12 12:09,9232686
Ponzi Scheme,4/3/12 22:56,5/9/15 17:33,773432
Insider Trading,5/31/11 0:05,12/26/14 2:02,1216784
Insider Trading,7/9/13 18:24,1/30/18 11:38,5862560
Ponzi Scheme,3/11/08 20:18,1/10/11 3:42,7915487
Insider Trading,12/3/12 14:23,10/23/14 15:38,703211
Embezzlement,9/14/07 5:53,2/26/09 22:31,9796056
Ponzi Scheme,1/7/09 14:17,9/17/09 21:37,157033
Insider Trading,10/17/11 14:58,11/11/16 11:22,7070093
Embezzlement,4/17/07 16:41,1/5/09 18:52,7793385
Embezzlement,3/23/07 15:33,4/17/07 19:01,1578141
Insider Trading,4/25/13 17:54,9/7/14 11:12,3724783
Insider Trading,7/2/07 19:38,10/26/07 10:01,1971421
Securities Fraud,6/20/13 6:18,7/8/17 17:04,1441501
Insider Trading,4/12/12 5:35,12/27/15 17:44,7225306
Securities Fraud,4/10/11 20:49,5/29/12 5:38,5124756
Embezzlement,4/4/14 6:27,11/10/14 19:16,7059611
Insider Trading,5/6/08 20:15,2/4/10 3:44,9081683
Insider Trading,5/31/08 19:39,9/1/13 1:20,238228
Insider Trading,5/9/08 7:37,1/19/11 15:06,9404282
Ponzi Scheme,2/29/08 22:34,7/16/11 1:32,1359514
Ponzi Scheme,11/25/07 21:32,12/29/12 1:29,6688460
Securities Fraud,12/13/14 23:32,5/8/18 0:17,5871677
Insider Trading,7/5/14 21:34,10/27/17 4:15,7302845
Insider Trading,8/16/12 20:19,12/25/12 0:36,9326720
Securities Fraud,7/18/13 22:00,6/2/16 12:24,4265549
Securities Fraud,4/21/14 6:16,4/4/19 17:22,1649793
Insider Trading,3/4/09 13:31,9/17/09 21:16,8873271
Embezzlement,9/16/08 11:49,12/13/08 8:52,8010734
Ponzi Scheme,7/13/11 1:12,11/14/14 13:57,9370776
Embezzlement,6/23/10 17:19,6/10/14 12:26,8474212
Embezzlement,1/27/08 13:45,6/5/12 11:45,2582873
Securities Fraud,1/28/08 7:47,6/22/08 19:44,2545641
Ponzi Scheme,10/9/11 15:20,12/21/15 20:37,2836696
Insider Trading,4/8/14 11:12,5/23/14 14:28,270556
Insider Trading,6/30/07 6:01,7/18/09 13:49,1593605
Ponzi Scheme,7/8/14 20:00,3/12/17 8:42,4608765
Insider Trading,9/3/10 2:42,2/3/14 0:25,8332956
Insider Trading,12/20/13 14:52,11/24/17 17:27,3161332
Insider Trading,10/4/11 20:24,7/17/14 6:49,8811976
Ponzi Scheme,10/19/10 17:14,11/9/12 20:52,6527488
Ponzi Scheme,5/3/12 3:03,12/18/14 1:38,6038756
Embezzlement,3/9/09 11:28,5/20/13 9:37,5402869
Securities Fraud,3/19/07 22:08,10/22/11 15:19,1262405
Insider Trading,6/13/11 7:52,7/22/16 20:06,8875151
Ponzi Scheme,8/1/10 12:17,10/24/13 6:58,1872777
Ponzi Scheme,10/5/07 0:54,1/23/08 12:11,8995894
Securities Fraud,3/31/07 5:54,11/28/09 18:47,9561445
Ponzi Scheme,5/27/09 10:04,6/12/12 23:52,276485
Embezzlement,11/20/10 1:25,5/13/14 20:21,1543272
Ponzi Scheme,11/29/07 18:28,12/31/07 12:53,8830654
Securities Fraud,9/29/14 21:56,2/6/19 3:38,59708
Embezzlement,1/13/13 23:48,4/15/18 1:19,3475589
Insider Trading,10/1/08 14:08,12/10/13 16:43,2868572
Insider Trading,12/31/09 21:19,2/14/13 6:26,1395755
Ponzi Scheme,7/28/07 22:08,2/14/11 4:32,2002474
Securities Fraud,4/6/11 13:54,10/4/12 23:55,1588320
Securities Fraud,7/13/12 2:06,10/3/17 22:31,3405901
Securities Fraud,12/9/13 20:26,4/4/15 8:43,4793288
Ponzi Scheme,10/28/06 14:10,2/20/09 19:48,8079339
Embezzlement,11/8/12 15:15,10/13/16 3:40,9750861
Ponzi Scheme,7/11/07 2:41,4/8/08 12:53,2725564
Embezzlement,3/12/14 2:34,4/15/19 7:22,4597861
Insider Trading,9/1/13 23:50,4/25/16 15:37,6713122
Ponzi Scheme,11/3/08 8:05,1/7/14 4:18,2494447
Insider Trading,3/3/07 16:45,10/11/10 10:48,7165203
Insider Trading,8/13/14 4:07,7/27/17 21:34,6271137
Securities Fraud,9/6/11 12:29,10/14/15 12:07,3217463
Ponzi Scheme,7/18/09 0:15,3/31/12 9:28,7303582
Ponzi Scheme,9/16/08 19:50,11/8/10 16:51,5862480
Insider Trading,7/20/10 8:11,4/21/13 0:14,158298
Securities Fraud,11/28/14 15:36,7/17/17 10:19,4813201
Insider Trading,3/17/14 2:26,7/1/15 9:00,9687425
Embezzlement,11/29/07 6:06,7/30/12 15:39,4385418
Embezzlement,6/18/13 6:25,7/29/13 20:24,4641269
Embezzlement,8/19/07 10:20,12/22/11 16:11,7560777
Embezzlement,7/23/14 16:57,10/31/14 22:05,2828168
Embezzlement,6/4/14 10:27,10/26/19 17:17,1038311
Embezzlement,1/11/08 21:38,2/19/09 19:27,4938454
Ponzi Scheme,5/4/09 18:30,5/9/13 22:00,8777131
Insider Trading,1/22/12 17:05,9/6/15 2:48,7259710
Ponzi Scheme,9/9/08 14:21,11/21/10 22:14,6147966
Securities Fraud,4/10/14 17:48,10/14/16 23:37,5824370
Ponzi Scheme,3/21/11 21:51,4/20/16 5:48,2249374
Securities Fraud,6/25/14 21:47,5/22/16 12:52,7705301
Securities Fraud,3/3/10 12:38,2/19/13 3:31,9879741
Securities Fraud,6/26/12 21:44,7/12/14 19:33,9369538
Securities Fraud,2/14/11 0:53,9/8/11 4:46,8279475
Embezzlement,4/27/12 6:53,8/29/13 20:56,7895967
Embezzlement,12/18/07 23:13,11/29/08 20:01,1494728
Insider Trading,9/17/12 0:37,11/27/12 5:25,371438
Ponzi Scheme,8/3/14 0:01,11/21/16 22:08,4223529
Securities Fraud,1/25/13 3:43,10/23/15 23:26,4545305
Securities Fraud,10/2/09 18:09,6/18/11 15:41,6533518
Securities Fraud,3/12/09 11:44,1/19/13 23:40,4582753
Embezzlement,4/21/09 15:59,6/14/10 3:17,3582974
Securities Fraud,9/30/10 20:33,2/18/16 16:29,7719412
Embezzlement,10/2/07 11:00,6/2/09 22:54,7186179
Insider Trading,3/28/14 3:48,4/27/15 4:21,1287608
Securities Fraud,10/5/11 17:17,11/21/14 13:27,2477376
Insider Trading,9/14/14 23:47,10/27/16 7:27,2623893
Ponzi Scheme,6/17/13 6:33,9/14/14 13:46,8326632
Securities Fraud,1/18/14 20:50,7/30/14 8:59,2959241
Ponzi Scheme,3/15/10 7:52,10/11/14 16:03,5745293
Ponzi Scheme,9/10/08 23:43,9/12/10 18:45,9209849
Ponzi Scheme,8/30/10 4:48,7/18/11 7:01,9107950
Securities Fraud,12/13/13 16:44,8/5/15 22:37,3576496
Ponzi Scheme,2/23/14 13:59,6/10/15 16:29,6418624
Embezzlement,10/11/10 1:26,1/6/12 17:14,1912447
Ponzi Scheme,8/22/10 12:56,7/27/12 1:14,3890623
Embezzlement,10/7/11 16:15,9/12/14 16:13,8394556
Securities Fraud,6/20/08 10:48,8/21/10 22:32,5441714
Embezzlement,9/25/14 1:46,12/10/18 9:09,6706937
Insider Trading,3/10/07 20:18,7/13/10 19:38,660454
Embezzlement,8/2/08 18:24,6/12/12 8:28,9864256
Securities Fraud,3/15/07 20:02,3/1/10 12:56,1257830
Ponzi Scheme,11/27/07 21:58,1/23/08 0:00,3840262
Insider Trading,10/29/13 23:47,7/26/18 16:49,6996399
Ponzi Scheme,10/25/11 2:20,7/10/15 23:49,2680561
Embezzlement,11/6/10 3:50,11/29/13 6:09,2477021
Securities Fraud,6/16/13 23:17,6/1/14 11:48,1621773
Securities Fraud,7/21/08 23:31,5/20/12 14:27,6533149
Insider Trading,3/17/10 6:03,4/26/14 0:30,7069807
Ponzi Scheme,7/26/09 9:58,5/18/10 1:56,4158783
Embezzlement,7/19/09 18:57,3/13/11 12:56,4337341
Insider Trading,10/10/11 16:09,10/24/13 2:15,4279800
Insider Trading,8/6/09 15:59,8/17/09 23:33,4405282
Ponzi Scheme,2/18/09 21:25,12/18/12 10:18,6721943
Ponzi Scheme,1/23/08 20:34,8/11/09 13:03,9447240
Insider Trading,5/9/14 16:47,12/3/16 9:05,7347382
Securities Fraud,11/7/10 17:59,8/4/14 23:50,1975576
Embezzlement,2/7/09 7:52,11/21/09 19:58,7214329
Embezzlement,7/2/14 4:19,8/20/18 15:22,6903960
Ponzi Scheme,11/26/14 19:28,12/24/15 0:20,6619476
Ponzi Scheme,11/24/09 11:08,9/13/13 6:35,8574728
Insider Trading,10/4/10 8:36,8/31/15 15:53,4017096
Embezzlement,4/21/09 17:04,4/18/10 21:39,4137846
Embezzlement,4/3/13 20:42,7/16/13 18:24,3378918
Ponzi Scheme,7/23/10 6:31,4/10/11 14:30,8454587
Securities Fraud,8/4/12 5:49,11/26/13 15:20,4543435
Embezzlement,6/21/14 22:01,2/19/19 22:21,1007318
Insider Trading,1/30/13 21:18,1/22/15 3:22,4197876
Securities Fraud,9/18/13 6:29,3/14/18 8:48,8511767
Ponzi Scheme,2/6/07 18:54,8/6/09 23:49,1252762
Ponzi Scheme,9/9/14 17:45,5/21/19 11:02,9812470
Insider Trading,3/21/13 19:35,6/22/18 0:44,4956321
Embezzlement,8/5/07 17:23,7/11/08 11:10,7544197
Ponzi Scheme,10/25/07 2:13,12/13/07 21:26,6564632
Securities Fraud,3/10/12 0:11,10/11/13 8:38,2587568
Embezzlement,3/23/12 20:38,3/8/15 23:09,4192608
Ponzi Scheme,1/17/08 15:45,12/14/12 17:07,1929836
Securities Fraud,4/22/11 18:49,6/8/11 2:56,6492799
Insider Trading,5/13/09 10:56,7/14/10 21:15,7672221
Securities Fraud,1/31/07 19:36,5/15/08 5:32,5846431
Securities Fraud,6/6/10 3:21,12/27/10 3:21,7191571
Insider Trading,4/24/11 11:10,8/29/13 19:40,1091794
Insider Trading,3/23/10 12:38,6/8/12 19:12,8758301
Ponzi Scheme,7/2/11 18:57,11/8/12 17:36,1485456
Ponzi Scheme,7/9/14 17:58,5/21/19 2:15,6147621
Embezzlement,2/8/07 9:37,6/12/11 11:13,6768615
Securities Fraud,12/22/09 3:45,7/27/11 5:28,2020383
Embezzlement,3/4/12 11:35,5/2/12 10:40,6820159
Insider Trading,4/26/11 21:47,6/30/12 20:01,5141267
Embezzlement,2/16/12 12:29,2/12/14 8:17,9878916
Embezzlement,12/6/12 7:12,1/21/16 12:48,5868727
Insider Trading,9/19/09 0:16,5/7/10 17:35,2911311
Securities Fraud,2/3/10 4:57,3/30/14 15:24,8491125
Ponzi Scheme,2/25/14 12:33,3/8/19 5:57,7191807
Insider Trading,5/12/10 21:54,12/26/10 2:03,5829633
Embezzlement,7/20/09 8:02,5/1/10 20:17,8786190
Securities Fraud,4/25/09 21:58,10/2/10 5:14,6348881
Ponzi Scheme,6/14/08 15:12,7/3/13 2:53,6175728
Ponzi Scheme,1/20/11 7:01,12/7/15 11:15,6384497
Securities Fraud,9/18/13 19:06,2/16/18 21:27,41493
Embezzlement,4/1/08 21:26,2/1/09 12:02,8215272
Embezzlement,5/2/08 14:55,5/16/13 12:22,1574633
Securities Fraud,12/13/12 20:17,4/14/17 7:21,9673134
Embezzlement,11/28/08 6:30,7/22/09 16:50,7973024
Insider Trading,2/16/07 23:43,7/2/12 11:05,5823559
Ponzi Scheme,10/28/06 12:56,6/8/08 3:18,4809323
Insider Trading,4/3/12 9:40,6/11/13 17:46,2385060
Embezzlement,4/29/13 18:02,10/18/15 11:03,4766590
Securities Fraud,10/1/14 5:28,11/28/14 21:30,1164396
Securities Fraud,4/13/11 18:51,3/29/14 10:20,9390671
Embezzlement,2/13/11 9:27,3/29/13 3:58,5873913
Ponzi Scheme,5/17/10 19:43,10/4/11 5:32,3502183
Insider Trading,7/6/07 7:50,4/18/12 2:08,1078496
Securities Fraud,1/27/12 15:17,5/26/15 21:06,7776622
Ponzi Scheme,1/1/07 5:59,11/10/09 4:17,1659823
Ponzi Scheme,9/2/13 16:23,2/3/14 0:24,3663460
Insider Trading,6/10/11 21:40,5/21/16 22:33,694847
Insider Trading,2/9/14 17:55,8/18/18 1:59,3851388
Securities Fraud,11/22/06 6:49,4/25/09 15:28,9159004
Securities Fraud,7/13/09 20:10,2/14/13 20:28,8758501
Securities Fraud,10/24/09 11:02,9/12/13 12:54,5450932
Securities Fraud,7/17/08 4:43,5/1/10 5:40,4197748
Ponzi Scheme,9/25/08 9:26,2/8/13 14:19,9037044
Securities Fraud,8/27/13 13:32,11/28/15 19:22,2127712
Embezzlement,4/5/07 22:19,9/14/10 11:38,6480336
Securities Fraud,8/5/09 3:16,1/16/12 11:03,4077045
Ponzi Scheme,9/5/13 13:47,9/7/14 20:26,7543337
Embezzlement,11/4/12 3:32,12/2/15 17:37,7494798
Ponzi Scheme,12/25/09 15:55,12/29/09 10:56,4773426
Securities Fraud,9/2/08 9:23,9/26/09 17:01,3381075
Insider Trading,9/20/09 15:36,10/18/09 9:45,6064319
Securities Fraud,4/24/09 4:39,2/10/13 16:25,3192891
Embezzlement,2/1/12 22:23,10/22/14 9:31,5858762
Securities Fraud,2/2/08 18:14,1/6/12 0:14,5079378
Securities Fraud,8/5/07 3:29,10/17/07 16:17,3892355
Securities Fraud,2/3/09 2:55,2/6/10 15:12,1490071
Ponzi Scheme,6/11/10 18:58,4/2/11 19:14,8918313
Securities Fraud,2/1/12 4:14,2/16/16 1:43,9392620
Securities Fraud,5/15/10 17:28,9/10/12 14:11,1313048
Ponzi Scheme,11/11/08 13:56,3/15/12 7:12,5750634
Ponzi Scheme,11/1/10 14:51,3/30/12 18:29,3271126
Embezzlement,12/25/10 19:59,3/30/13 0:34,7611379
Securities Fraud,6/27/08 7:22,2/21/13 9:53,9719939
Ponzi Scheme,5/10/09 3:51,2/23/14 15:59,9927123
Embezzlement,10/18/12 19:46,10/18/14 0:37,4796787
Embezzlement,4/15/13 5:29,4/10/14 6:49,218049
Embezzlement,10/21/12 13:17,5/13/14 0:34,9389572
Embezzlement,8/18/14 17:10,9/10/14 13:51,5251203
Ponzi Scheme,10/4/09 20:01,7/24/11 14:18,4795938
Insider Trading,8/6/07 11:21,1/4/11 0:55,5393351
Ponzi Scheme,11/17/06 0:16,9/11/07 0:04,7367015
Insider Trading,12/5/13 7:32,4/11/15 8:59,6049507
Insider Trading,3/21/12 14:39,1/19/16 22:38,2223816
Embezzlement,2/3/12 4:31,9/7/12 11:45,1249682
Securities Fraud,1/20/14 10:54,8/8/15 2:10,3255508
Insider Trading,3/3/09 8:34,3/15/13 5:37,6330349
Ponzi Scheme,2/5/12 6:30,5/30/17 20:54,6980845
Securities Fraud,8/11/14 20:20,10/15/18 12:28,3493601
Insider Trading,10/10/07 21:40,5/12/12 3:52,498961
Embezzlement,5/19/14 18:42,4/8/18 23:11,9718869
Ponzi Scheme,1/11/13 7:42,5/21/15 2:49,2682111
Embezzlement,8/24/12 22:36,1/3/17 14:53,9617502
Embezzlement,8/25/11 5:27,4/5/13 4:40,832864
Ponzi Scheme,2/24/09 15:21,1/17/12 21:45,2716713
Insider Trading,9/21/13 0:56,10/7/18 1:25,3425021
Securities Fraud,3/25/07 1:19,1/14/08 17:06,9284528
Insider Trading,9/24/11 19:32,3/6/14 14:37,7126147
Insider Trading,3/31/13 6:22,5/19/17 7:36,2107989
Insider Trading,3/29/10 16:07,1/8/15 3:33,525378
Ponzi Scheme,1/22/12 23:26,7/31/15 22:13,8559072
Insider Trading,7/14/11 12:38,12/16/12 19:18,2049408
Ponzi Scheme,9/18/11 16:48,2/26/13 3:24,8078479
Ponzi Scheme,11/30/12 21:16,11/2/16 14:29,4990385
Embezzlement,10/25/11 6:08,6/17/13 13:02,9331078
Securities Fraud,9/2/12 16:36,9/6/17 22:08,5590858
Insider Trading,7/23/08 14:49,3/27/12 15:46,4899685
Insider Trading,8/2/13 17:28,10/5/16 4:41,891343
Securities Fraud,12/24/14 20:07,7/31/18 1:22,4151728
Ponzi Scheme,7/5/13 5:15,3/19/18 12:24,1052554
Insider Trading,4/12/13 7:28,9/23/17 21:53,7555588
Securities Fraud,4/14/07 4:01,7/5/12 21:39,1727385
Embezzlement,12/14/12 18:36,6/23/17 21:56,8585040
Securities Fraud,8/13/08 6:37,7/5/12 21:40,163481
Embezzlement,7/21/09 11:51,9/26/13 9:08,267290
Insider Trading,5/12/10 3:03,7/6/13 23:09,6818084
Securities Fraud,6/4/08 12:07,11/12/10 22:49,4046427
Ponzi Scheme,11/10/06 3:27,3/31/10 9:32,4754068
Securities Fraud,9/7/07 2:28,9/10/10 16:16,3286849
Embezzlement,3/8/09 4:21,6/14/12 9:22,9778871
Insider Trading,12/23/11 14:37,11/8/13 1:06,5887413
Embezzlement,12/28/13 21:40,7/20/15 8:48,6818946
Securities Fraud,6/1/08 15:18,9/4/13 10:22,1732540
Ponzi Scheme,3/13/10 21:26,6/25/12 16:40,7710212
Insider Trading,11/6/12 18:46,1/21/16 8:10,4475356
Securities Fraud,4/8/11 4:36,9/27/16 13:20,5663109
Insider Trading,6/18/11 22:04,8/16/12 16:45,3515949
Securities Fraud,5/30/07 17:33,8/28/09 22:34,6773615
Embezzlement,2/11/09 6:41,9/16/11 20:07,1329207
Ponzi Scheme,1/5/10 14:33,6/6/10 7:42,7653857
Insider Trading,12/19/13 11:56,1/21/16 11:55,5433546
Ponzi Scheme,3/5/12 14:14,5/4/14 17:03,8662590
Insider Trading,8/15/07 16:33,12/3/07 14:20,5098548
Ponzi Scheme,7/24/07 22:56,3/19/09 16:52,5357758
Ponzi Scheme,6/10/09 8:41,10/19/14 17:27,578215
Securities Fraud,9/24/07 15:46,9/18/08 11:57,4124852
Insider Trading,11/20/08 13:01,8/18/13 6:26,3810550
Embezzlement,9/11/11 11:40,10/21/15 4:02,657787
Securities Fraud,11/14/07 13:36,8/29/11 16:33,113976
Ponzi Scheme,8/23/13 19:43,1/27/14 6:25,1893678
Securities Fraud,1/29/13 3:09,6/14/13 4:29,2577240
Securities Fraud,2/5/08 12:25,11/16/11 10:16,5220797
Ponzi Scheme,12/6/13 5:41,2/24/18 22:26,5043554
Insider Trading,4/6/08 0:58,8/19/13 22:50,9605768
Securities Fraud,7/25/14 14:11,1/3/15 2:16,36515
Securities Fraud,1/10/14 21:58,2/4/18 5:24,2476102
Embezzlement,8/6/07 2:28,2/1/08 2:21,9621569
Insider Trading,11/23/06 19:50,5/28/09 8:43,813980
Ponzi Scheme,8/14/11 22:22,10/3/12 5:41,4249980
Securities Fraud,9/10/14 0:41,6/25/17 3:25,9517068
Ponzi Scheme,12/21/11 18:30,12/7/12 18:31,4068336
Ponzi Scheme,7/17/12 12:25,7/4/16 9:22,9031202
Embezzlement,10/9/08 7:00,4/13/12 6:08,4420724
Embezzlement,6/2/11 8:26,9/24/14 23:17,3646125
Ponzi Scheme,1/1/14 20:52,11/2/17 12:23,246577
Embezzlement,1/27/12 9:12,7/23/15 15:11,4313261
Ponzi Scheme,10/25/09 18:47,8/17/13 1:34,8370605
Embezzlement,1/27/08 13:00,4/24/09 7:20,587265
Embezzlement,10/26/14 13:58,10/28/14 13:41,7857478
Securities Fraud,12/25/11 18:53,9/28/13 18:36,1440796
Ponzi Scheme,3/6/14 18:41,7/24/16 19:20,5474570
Embezzlement,10/14/13 11:24,6/10/14 21:41,6797256
Securities Fraud,6/6/13 19:18,9/16/17 0:56,3315820
Ponzi Scheme,12/2/08 16:36,11/6/13 4:30,2099869
Insider Trading,9/4/13 5:21,3/26/15 5:05,2061269
Embezzlement,11/5/14 5:23,3/17/16 8:46,8521353
Securities Fraud,6/29/14 2:18,2/3/17 16:00,8265918
Ponzi Scheme,6/2/08 10:53,2/10/09 13:18,6433807
Securities Fraud,12/29/08 5:03,11/16/12 2:12,4043153
Securities Fraud,12/18/06 3:56,1/8/11 6:07,614028
Securities Fraud,2/17/12 20:56,6/11/12 16:29,2898966
Embezzlement,11/18/10 8:30,2/15/15 7:15,902292
Insider Trading,1/27/14 20:14,9/22/14 16:46,9064345
Insider Trading,4/17/14 16:55,8/16/18 16:25,91747
Insider Trading,4/27/14 17:26,3/18/16 10:52,1823086
Ponzi Scheme,3/27/08 16:54,2/3/10 20:59,3607820
Ponzi Scheme,3/7/14 5:28,11/16/14 4:23,2355466
Embezzlement,8/20/09 12:05,2/27/12 20:24,2746610
Insider Trading,10/24/06 9:40,3/10/09 11:23,9643536
Ponzi Scheme,5/19/10 9:44,5/29/12 9:40,7263201
Ponzi Scheme,5/30/10 11:29,6/9/11 9:34,4619896
Securities Fraud,3/31/08 4:39,5/30/10 3:48,161630
Insider Trading,7/17/12 3:00,10/29/14 23:25,9141363
Insider Trading,10/5/08 18:24,9/19/11 16:35,5018705
Insider Trading,6/9/08 14:26,8/16/13 13:33,2170750
Insider Trading,1/18/09 17:48,6/6/13 22:52,2550616
Securities Fraud,1/8/07 9:09,11/8/07 7:08,8305301
Ponzi Scheme,2/8/10 11:14,5/19/11 2:31,1153127
Securities Fraud,4/9/11 16:20,6/14/13 0:53,2522436
Ponzi Scheme,12/25/13 10:18,11/27/18 1:54,7311491
Insider Trading,10/1/14 22:39,5/1/19 18:43,5021240
Embezzlement,3/18/12 0:52,6/19/15 4:25,4305382
Ponzi Scheme,10/11/13 8:45,11/9/16 9:05,9466502
Insider Trading,11/16/09 2:57,1/14/11 8:10,795271
Embezzlement,9/15/12 17:48,1/1/16 21:38,6093121
Insider Trading,8/6/11 17:55,5/24/16 12:23,1700927
Securities Fraud,5/15/12 6:06,11/6/12 21:54,1287672
Ponzi Scheme,5/9/12 21:35,8/19/12 0:37,118081
Ponzi Scheme,9/3/14 14:20,7/6/17 21:10,8310969
Embezzlement,11/2/06 5:17,11/6/11 9:07,166465
Insider Trading,4/4/11 19:18,2/11/13 4:05,3537649
Ponzi Scheme,10/12/12 6:38,11/7/15 0:16,3382579
Embezzlement,1/28/09 5:21,10/2/13 21:22,8205898
Ponzi Scheme,1/30/07 20:46,8/23/09 12:40,5986225
Securities Fraud,6/30/14 3:34,9/3/16 16:51,90998
Embezzlement,2/9/12 20:24,3/13/13 11:54,8363108
Securities Fraud,6/9/11 19:02,4/6/13 12:23,8808347
Securities Fraud,6/22/09 18:46,11/9/12 6:31,7646379
Embezzlement,2/15/07 22:30,5/29/11 21:34,1869091
Insider Trading,12/23/07 16:04,6/18/12 16:07,7986470
Ponzi Scheme,9/18/11 13:53,5/2/13 23:52,8619758
Securities Fraud,7/31/10 8:12,10/19/15 10:46,8695382
Securities Fraud,2/5/09 21:41,3/31/14 2:45,6491982
Insider Trading,7/20/12 16:00,7/22/12 16:45,7698148
Embezzlement,6/7/11 5:10,3/8/14 14:49,9442617
Embezzlement,11/22/10 9:37,12/2/10 5:34,5997059
Insider Trading,11/21/09 16:34,5/3/15 6:13,6473325
Ponzi Scheme,11/3/11 15:58,4/7/12 9:29,8218767
Securities Fraud,12/18/09 21:43,3/9/10 0:34,6920864
Insider Trading,11/23/08 12:06,3/8/13 11:55,271061
Insider Trading,1/13/11 0:21,6/18/15 12:20,9510858
Insider Trading,6/21/11 7:32,2/16/14 4:48,2235192
Embezzlement,7/9/14 19:45,11/30/19 12:31,7592102
Ponzi Scheme,8/29/11 2:52,11/2/13 2:50,7526660
Insider Trading,6/6/14 13:35,8/30/19 5:58,3403830
Ponzi Scheme,8/1/14 21:34,2/14/18 0:01,5254963
Embezzlement,2/26/08 10:08,12/26/12 2:56,810330
Insider Trading,9/25/10 1:50,3/13/13 12:14,5565896
